gen,best,avg
0,21.70182576514545,0.21797120218710803
1,20.158169134947002,-1.0456306056786036
2,23.384530939759323,1.2303084565711078
3,49.43402095036971,5.332607581931032
4,53.03994843817551,1.2233311707723626
5,39.94855752338788,4.0441310181570005
6,65.34491210049634,13.601305329809904
7,91.93055597954397,23.23452068355479
8,64.21600387639423,14.591849465394352
9,56.73750518315937,1.2237608204342034
10,66.58731704789534,11.21161533389071
11,36.16192356462619,11.576265415170923
12,70.97360119152431,18.423744372006105
13,40.69073217134538,9.401839805090273
14,62.153829843047234,22.746290363406636
15,66.60495688682957,8.188539057638565
16,65.46937653896615,21.820261449557535
17,67.37141484545592,23.837980033986675
18,66.10900575850646,22.791011979775618
19,68.43771385908036,20.378340154503213
20,59.19264279537188,16.98066282886635
21,43.42328190518563,14.366198739388617
22,68.23874689420832,28.497486792738094
23,66.08831897506128,24.152913511553102
24,42.166039255186426,18.211662152815897
25,64.03382211344848,24.931143201723117
26,59.35588018519985,4.686975034049625
27,64.8497577095011,23.23670501208869
28,67.78201863166439,29.006309627931607
29,66.81261649350009,20.247495800771603
30,63.10620591721987,15.047448702154304
31,68.32803361593571,14.275009613446935
32,67.37874427969369,22.779200172850864
33,68.06898555876337,36.68291895890705
34,81.93122941806988,29.862338152110162
35,62.49627362656726,16.242033977087665
36,68.04983937567543,17.12430504565063
37,65.1783021941011,24.20815356398118
38,66.32028050434087,19.601113460935146
39,44.33705952372307,16.29516854239039
40,44.930500532347594,15.863067616562011
41,67.69974835057928,19.71380071802752
42,68.5340911109736,14.40615560602663
43,68.30109433164633,33.41313778464155
44,92.68143224451688,33.95482195451531
45,64.50821489552298,24.99776554136
46,67.34332627903363,29.587537331834454
47,68.70645271718072,24.566039473814932
48,63.9821225818445,25.26076123702668
49,87.1370799489569,23.80286325792732
50,67.03438951913128,24.02373337803029
51,55.44696846872963,22.356065226114726
52,67.05484515871524,26.81226328157056
53,64.71184195891627,21.318101323354483
54,67.07071330149586,11.79359960484276
55,66.87136604187748,17.924118065547617
56,45.604990114142375,15.92040045194867
57,65.74352357070792,20.707545150337836
58,65.29634055523832,15.462632856808678
59,39.61994918169345,10.802859704654546
60,63.116519937582616,16.903472867332532
61,66.40269702704542,27.937665673336376
62,65.66109122860755,22.23894095384131
63,41.86551213425304,9.621547561409674
64,67.96827145252998,28.333132845015577
65,64.15006766588085,15.051818386703252
66,61.23686003312865,13.00912751329875
67,68.99703091805475,22.265443470696038
68,65.80668496599841,25.19055880978902
69,45.21597122673082,22.34666631456829
70,65.75196480420017,19.459500511613903
71,64.08774864557738,14.042677954990888
72,46.134449492049946,23.09555182642137
73,61.862254418737706,22.580314142119896
74,42.67970200901683,21.065394432440563
75,46.447036546185245,22.028442697863376
76,70.2764804401932,22.69398130847433
77,66.03319679924779,19.46954476041188
78,63.15990601125673,15.727562101228234
79,65.58285380378904,14.494674898124009
80,30.914818502961566,3.6192054541768193
81,64.03582379931436,15.365090330796733
82,54.60241742609427,3.8149201547338656
83,42.81404301992161,4.110940635173767
84,63.80256002526705,17.82328730035857
85,64.15982764195103,9.445324596555086
86,57.9471158451944,13.131408204561529
87,40.98018590849591,14.277824007613688
88,67.74339713197251,19.220421255436484
89,60.9179412967895,3.419672967634925
90,84.01769789009953,6.069913991011995
91,63.90216414334716,14.081983819532962
92,60.60369626094178,16.429871919944627
93,66.14742337652798,18.543787338428075
94,39.861397861232305,17.145703920654046
95,68.75093215165468,33.60120086182383
96,66.292526855571,32.43125116564397
97,64.35428069297664,32.83964757348754
98,67.46097936436155,29.29598585475903
99,67.63896042471542,24.30426988913276
100,61.59642362139896,14.987112482185807
101,59.58157227469792,18.86200232156697
102,67.39984358344984,28.649051085184816
103,39.254796958245265,8.107557858492058
104,67.198667285664,24.000325659664117
105,44.16205864455239,21.431666446998907
106,42.402132355057844,12.188318447863228
107,92.67293851595252,37.26931346666256
108,69.4685879087451,28.211155954901187
109,68.43433561825586,31.91616029306
110,94.09221074035712,44.08536031507445
111,67.63380256292352,31.96438962250798
112,67.44362516897749,25.348844663440577
113,67.80844352871563,31.725816305523523
114,68.5677505921954,22.594656648670536
115,68.114431216555,24.574937766030324
116,35.21152397746018,13.385110133097783
117,66.52704383836475,28.756421112113493
118,64.63933347118952,23.557361382240835
119,67.48805228110946,18.4663591426631
120,64.62438776012169,16.682527821597635
121,67.14096882438966,33.80290173495499
122,40.19500178535569,11.670905836442813
123,66.73939893922821,30.622223034022625
124,65.4490899825694,23.16293552244711
125,68.36869351999661,22.704753188144615
126,68.05806014439415,23.423884463939697
127,89.70368219223835,37.79338495079391
128,67.8472979004339,10.39254492093102
129,70.40155893196047,31.143036438997733
130,65.21197771308343,20.609216653373817
131,68.84897674867862,26.773608744279937
132,67.83215740278722,33.44674251174989
133,66.3891538237856,21.853933238331944
134,66.73703011309088,20.874266018281777
135,68.42612915123055,35.2858767192393
136,67.16517403980367,18.82313059347485
137,67.29968659033534,20.654752534069114
138,69.68704097878793,22.873357899896888
139,66.80556956292824,21.64365739193939
140,67.47257554575866,23.918286753668866
141,66.77326807087586,25.50668027625762
142,67.95233243320453,33.15274490987521
143,64.41459211856457,13.077668420807512
144,68.55272533476739,21.667392635623294
145,68.29733227352288,22.273394988406437
146,42.03438151533843,17.41551121173288
147,63.36861903675585,14.047837983058864
148,66.11073713737032,24.876057585349454
149,63.38747301420574,16.381275360826898
150,65.93735167234918,29.764926222294132
151,66.00847367752512,28.39047056965851
152,66.37288824090307,18.650383215996364
153,67.73040699819256,30.07799644046718
154,67.76840899169586,31.246059996269935
155,62.02236339652501,3.976131205536911
156,44.12013666101829,8.94243896162685
157,66.04480370680825,19.138658284261474
158,66.5983457247048,23.82589703728765
159,65.7800288055329,21.437786384893677
160,69.92949537722453,16.12187266774362
161,39.9787755710122,-1.8424485117055283
162,46.60269560024339,30.9342520946435
163,67.36428123697902,2.914329200745882
164,64.20846972563342,18.011171544901043
165,67.49206889856339,16.088524711288645
166,68.7721240146629,19.144001425649044
167,64.68103771505655,16.847234918155742
168,43.782515643752994,17.34513039842655
169,66.26146388632715,35.01470424810354
170,67.29617901739277,25.453786235699653
171,66.18881243162849,20.21953391215658
172,68.9081529898997,41.954734776879356
173,68.80299688060597,38.03841204768713
174,66.55186188043261,20.476281065646635
175,65.1148120019817,13.039349397039638
176,68.77268022912548,18.310841876292677
177,66.46873228296548,17.764591761268303
178,68.85535124941583,34.242131160921915
179,69.46573521023454,44.93766360546476
180,69.79189094161086,29.502645704975702
181,67.73811342446004,26.966114370280287
182,68.22330727100326,32.58360925486901
183,68.86425953631425,31.399854244780368
184,68.92198430799493,30.752139272128566
185,37.383921780114356,16.995205622035996
186,37.64840294756792,13.830486007640928
187,62.4038329949315,22.759073949963316
188,65.97166029545043,8.429994668909039
189,90.70032189672612,35.70620783004372
190,43.61761927918253,-0.39581494261945416
191,67.92783618956726,20.576537097506353
192,68.37000684346548,31.522974067088512
193,68.74983086930952,35.59128215877563
194,65.79322029124477,22.840822271415284
195,67.5682723114351,23.209095225733442
196,67.27535719368915,29.679352941993763
197,67.18827389524189,22.82304855218924
198,67.38128593381792,18.860507867082006
